postTitle,profileId,profileName,text,date,Social Media,Cash,CPF Medisave,Income Tax Rebate,CPF RA -SA,NS Credits,CDC Vouchers,U-Save Rebates,S&CC Rebates,Education/Training,Retrenchment,General 
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid0PkcAtHkgQYAfijnTER31oHCYMhUs3KwDbdW8RFWyRdhjqAc6xeoniK9AHEeqpo5Ll,Sally Tan,Kenny Thong Meaning Government become smarter because of those elite citizens?😄,16/2/2024 19:49,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid02sMBvN8cMKRHh4KxSXvomaFz4DbhsRtJgPNhPrf1jhNuQBCsGafMvmUK4eQ5mAbVml,Low Bee Lian,Whatdoyou Thinkleh sorry mistyped...,16/2/2024 19:44,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid0DRb8mRPkTYAw78zph7CF6XfC4T4YyuhErPEPzAVxJfcR3NLBhchF2XiKv4roWAfpl,Kelvin Ho,"David Wong $420k is the maximum cap you can put into the RA, and not you must have the $420k in RA.",16/2/2024 19:42,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid02apDRxWHMJg5R4F2sS1gxVgjyWjffVb8XLE17ubA5x2FbzkCuCDVhCNYz1HipLGexl,Whatdoyou Thinkleh,Kear Tian Seng thanks a lot! 👍,16/2/2024 19:35,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid0CG6ddQc8ZfwuFmnjHgLvURW5yH4x5ioa6B8pvu1hYfFkJswtjcMR6rQPGzUAak3bl,Kear Tian Seng,Whatdoyou Thinkleh https://growbeansprout.com/cpf-sa-shielding,16/2/2024 19:22,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid02TC2JyuMtLYygYeD4fSgzPo29B6H42SKYutxV7KnGjmSJbMyKUzHMntVN5GcRUnKJl,Robert Pink,Reason? Singaporeans are dumb,16/2/2024 19:10,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid02apDRxWHMJg5R4F2sS1gxVgjyWjffVb8XLE17ubA5x2FbzkCuCDVhCNYz1HipLGexl,Whatdoyou Thinkleh,Low Bee Lian yes? 😅,16/2/2024 19:08,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid02apDRxWHMJg5R4F2sS1gxVgjyWjffVb8XLE17ubA5x2FbzkCuCDVhCNYz1HipLGexl,Whatdoyou Thinkleh,David Wong they just want all to remain at basic level will do lor 😭,16/2/2024 19:07,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid02sMBvN8cMKRHh4KxSXvomaFz4DbhsRtJgPNhPrf1jhNuQBCsGafMvmUK4eQ5mAbVml,Low Bee Lian,Whatdoyou Thinkleh,16/2/2024 18:57,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid02byAHcjwCPsfHeN6NN3pqxKzKg1NvMBtV24xD48GLTBLs1YW9o8u1gMxvok2aLmEcl,David Wong,"Sally Tan this change to RA apparently appears to have the effect of further locking of our hard earned blood n sweat money.  

Reserve not enough meh?  Want to take such drastic actions when most Singaporeans are almost under the bus.  Lower n middle income Singaporeans will be adversely affected with these budget changes!!!

Most will not be able to reach this new requirement of $420k in full retirement account.  FOR MANY, Already can’t reach RA of $250K ~ NOW (before the change) n now further increase!!!!  Infuriating!!!!  ABSURDITY!!!!!!

This establishment does not listen to the pains of ordinary Singaporeans N BARELY DO ENOUGH.  

Should the affected Singaporeans continue to support the MIW n still vote for the MIW?  

 Think n act wisely!!!",16/2/2024 18:51,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid02apDRxWHMJg5R4F2sS1gxVgjyWjffVb8XLE17ubA5x2FbzkCuCDVhCNYz1HipLGexl,Whatdoyou Thinkleh,Kenny Thong whats shielding?,16/2/2024 18:39,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid0mhT639YriDMxpX1xdPVJnqpu9qD5LmTgfJR6cBye7zoCNX2B23d4Hb5wGw7FiDe6l,Kenny Thong,"Sally Tanbecause pple do shielding when turn 55, so gov now try to close this loop",16/2/2024 18:37,Facebook,0,0,0,1,0,0,0,0,0,0,0
Some changes that will be implemented in 2025 for CPF members aged 55 and above.,pfbid02UxMU73Bp4HiV6RsGgEEsEzoEXQkXmgxJxjVfs3ZkCC2x2DN297s47AyNZ9oNC9S3l,HO Leong Tan,Sally Tan 4% too painful for them.,16/2/2024 18:36,Facebook,0,0,0,1,0,0,0,0,0,0,0
Summary of day two.,pfbid02XBST9MeKZ3n1LtFJWevt6cXbPPeZm1iHmjHvRsN6PxXkwqXyy1daqf7FgNXYeqHCl,Rabijah Mohd Sheeran,(Sheeran),28/2/2024 16:30,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of day two.,6.16E+13,Affected Citizen,What's so good about what they say come to us the public and listen to what we have to say.,28/2/2024 14:36,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of day two.,pfbid02da6hpSrWH8bdKYQ6X5b6ViJ3MWpUdjK2Peitfdf1ssJLBVepbbPxLy3x1MqVZj9zl,Bu Liang Shuai,"Title should be 28 MPs who din't sleep. TPL not among them, she very tired from her corportate job.",28/2/2024 16:45,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of day two.,pfbid02GPp7R3MGuSoi13SS8nHFQgdm3qGC7qMNXUahKEhzfwfwJemL3UNoqoFaGfQuCb1sl,KC Seah,廣東話說::;投訴接受:::工作照舊::: 😊😊,28/2/2024 11:25,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of day two.,pfbid0JQZR6v4WmFHsqfKX3Bu8deG22Pv3kTNLXqEigKfpYckfvJPA39gy2VGwR1yiAFrol,Tay Chin Peng,What’s the whole point of this? Peer review session?,28/2/2024 11:27,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of day two.,pfbid0ccQJd5CWQLBBCwkLfSziLGFeSTjtg9ztrsnuH4dwLZmP51WWjnbXhoMvTLXVZFixl,黄泳淞,What a waste of time.,28/2/2024 11:11,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of day two.,1.00E+14,Resnanny See Ye,"Why so many unfamiliar faces 
Are we really paying them over $100k per year?",28/2/2024 13:26,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of day two.,pfbid0GW3DhpGbFmfN83gtCYCKxaVKkXfe4NWHFE6u3ichBKBXVSGEubR87BgeGRPPpUH9l,Koh Koh Mo,Good effort for summarizing,28/2/2024 11:19,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of day two.,pfbid07sreTbaoKbpTQVxermurLqoM1D9zDfKKVpk57AafjsogTkeMDTEqeogwJ6HLqLkKl,Sri Vellan,They put on multiple media so cannot wake up and go half way mah or cannot siam like 'other places' one... 🤭🤦‍♂️🤷‍♂️,28/2/2024 18:01,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of day two.,pfbid02KniecT8vkeYh728KyFpzarRdPzyoFUcxW9xWW8Vr2iw2uNBiWNR9YpGVzyi863B9l,Andrew Chan,During  this financial crisis  year. Will our government return some CPF  money under SA or OA for 30%  to cope up hardships ? It is our hard earned money.,28/2/2024 11:42,Facebook,1,1,1,1,1,1,1,1,1,1,1
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,Thankful 😭,16/2/2024 18:13,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid0WVuZUSyAkbBBAedc1JVA57jfDPauJe53dtTqj9JaiK3qrZAp7CXca3EYfLwLzcA5l,Justin Leong C K,"They just put cap on all food prices, solve a lot liao else every food seller just increase, put charge for container as they wish.",17/2/2024 12:34,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid0mWXhC7iViVhUBX2iP2ZzpGcv7Y78M3HcdURerEKQLAh3CtApiJN9tawSuqPfCVxel,Jamie Louis Lui,"Most Singaporeans know the game our government playing, giving so many sweets at this budget 2024. Election coming ? Hope not, so next budget 2025 will be more sweets if no election for this year 2024. Agree ?",18/2/2024 12:54,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid0KmC1Hbq9MG7F4baizjT1FZRFDnbooN9SFVZvQoRAyZBYNZPRr9fuQ96Q611vNmLSl,Wendy Chan,Give wings and take back farms,16/2/2024 19:19,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid0Jp3EyFgxXRhuJCwve1V74bNtDp6sGJ2HUrzuD6rYWiXiJB6R4srd5ipJHENpdnhkl,Abu Rabi,Thank u!!!😃👌,16/2/2024 20:58,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid02tFcL7QtAwCHtaZHTs7u2tGMBt6PojqDLcSXiEbB19Waz3BSN5PFdixm2nEzMbobKl,Steven Wong,How come this year no increase in cigarettes and liquor tax huh?,16/2/2024 21:09,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid0DwqhoZTKcdpbqtwbZmdeGS3nemFtPQAsYXUA7vQhtQfzd4UCA73TBw4zuVKRh3Mil,Abd Razakk,Get ready to take back whole chken...,16/2/2024 20:11,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid02zxBN8WEJ5Ar39uhR2g3sdNuZzDMkpWeVqfJAPPwGSyinWCyTVmY9cJD8xNbhm61ml,Lina Min,"Govt give money , ppl here smarter cos they queue up at money changer to go job",16/2/2024 20:29,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid02RxpSpzuvsvhd7fxH6C3Ex2M8bPhPcLLBhko6nZDynkZ3QwooSzJHv2gMZqQxKgGTl,Zhan Wei Ah Wei,Not bad this year CDC vouchers alrdy $800 + Jan ($500) another one jun ($300)..,16/2/2024 18:18,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,"Show high number of figures only , Hahaha..... 
They eat meat , we take peanuts... I awake already when they insist to increase Gst 9% during bad times ....",16/2/2024 20:49,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,1.00E+14,Humanitarian Singapore Chinese,Can the vouchers be given as $100 to Supermarket and $200 to hawkers and retailers? I personally think the small retailers and hawkers need more help and assistance 🙏🙏🙏,16/2/2024 18:41,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid02AASGHBHw66ZSjQgmoAQH6pZac95BJHuNuVjte2ZX7P3ekmd74nPP6jVmCQ1NAG6ml,Gabriel Sim,But when we get cash ??,16/2/2024 18:59,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,1.00E+14,James Lee,"Wow
I know even after this many will kpkb but just think about how many countries have the resources or luxury to do all this.
Thank god everyday to be born here and to have PAP as our govt. Those who complain so much need more perspective in life.
🗳 💪 🇸🇬",16/2/2024 18:12,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid02Fz1EXdBJgRt4ijDH9ZJKMuGWQi7btGxUUUctzSL7tZbjVREoHGapJsfohERjtXpbl,Akin Chung,"Seems like a lot of ( I gives ) yet it is just better than none....🤭🤭🤭🤭

S$4000.00 for skills future yet u can't claims Any if u out of job for more than 1yr....

Worse of All , CPF changes again to worsening. 

So .... so lor....",16/2/2024 21:25,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid03dv2wxHEnyiVEkJ1kn7aiTqNwgwncJL6xQcQg5C1EBqbvp3aW98Mq3cWFMAVL9EEl,Fel Mic,Where is the extra support for those jobless???,17/2/2024 11:30,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid0MZvVPxd1f7DZPSMeV9SctCVSV9KDrerBwRSkRKdKUVNHjX67zqXTYiQPoLmGArEol,Winson Poon Kum Onn,"James Lee do compare with other countries like Europe,....mountain tortoise",16/2/2024 22:37,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,James Lee 😡👹👺,16/2/2024 22:05,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid0gxtwfe9SnpBvwm4n5iPbpeGBAumZpnLWuQ4DhZkX3hBr8WgjKtBTf6rMD3gZ2tZel,Kookie Jar,Ja Lee why not switzerland,16/2/2024 21:30,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,"James Lee Think u never go all countries... just update you , please compare with Brunei.",16/2/2024 20:50,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid0gxtwfe9SnpBvwm4n5iPbpeGBAumZpnLWuQ4DhZkX3hBr8WgjKtBTf6rMD3gZ2tZel,Kookie Jar,"James Lee dont talk like you know what is happening in UK or europe or US, they have more benefits and welfare for your information.",16/2/2024 20:26,Facebook,1,0,0,0,0,1,1,1,0,0,0
Summary of measures announced at Budget 2024 to help ease higher cost of living.,pfbid0mWXhC7iViVhUBX2iP2ZzpGcv7Y78M3HcdURerEKQLAh3CtApiJN9tawSuqPfCVxel,Jamie Louis Lui,"Gabriel Sim Sept 2024 for every Singaporean earning less than $100,000 annually.",18/2/2024 12:55,Facebook,1,0,0,0,0,1,1,1,0,0,0
"The government will also provide subsidies to this group of Singaporeans to pursue another full-time diploma at local polytechnics, ITE and arts institutions from academic year 2025 onwards.

#SGBudget2024

Photo from Canva",pfbid0cwx89MJAaY3YLDrx2efBySaWpPAUaDQCpwdqZV2EQnqs19PsMpxo11P1SWfrqDsSl,Marimuthu Rethinan,Power,16/2/2024 16:26,Facebook,0,0,0,0,0,0,0,0,1,0,0
"The government will also provide subsidies to this group of Singaporeans to pursue another full-time diploma at local polytechnics, ITE and arts institutions from academic year 2025 onwards.

#SGBudget2024

Photo from Canva",pfbid02s58o6LfUr5yR4KnTWid8gig6TNs69u5j2ZEdVce1m8ucoaEGNnhkZBTPXULwAQS9l,Grace Ng,"lol! As long as foreigners don't keep coming here to overtake jobs, we don't need such schemes!",16/2/2024 17:19,Facebook,0,0,0,0,0,0,0,0,1,0,0
"The government will also provide subsidies to this group of Singaporeans to pursue another full-time diploma at local polytechnics, ITE and arts institutions from academic year 2025 onwards.

#SGBudget2024

Photo from Canva",pfbid0tAoiAxDMMqqhzZdAYKHJbgG37HjajsBS3CWjSveGtcrrTFRMWdqozm3pGVbFyjEdl,Thomas Chew,,18/2/2024 6:59,Facebook,0,0,0,0,0,0,0,0,1,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02w9nydXB6dBZDN9LttSRqXDJVUTB3zL6WKxpjPNwCCEqhf45jdFXPMA5jqkJa7y18l,Qw Lee,The return of all cpf $$$ at 55 is a contract that was broken.,17/2/2024 4:32,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02csUMypTF5wBb1nRkketNswCUzNF8twkHLLPVXKs8BU6KNjqtj3PTD9hTfSvBz2B7l,Muhd Rizal,"Those who voted for the current Gov,pls dun fret.Thanks.",16/2/2024 19:53,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid0sDewrc5AXuFqh29yRLbhnWHKAcA6vWNKuWc2TkkLk8u37sNDejxeFh6E7QecTxh2l,Tan Stephen,"Seem many have to work till 70 to fund our retirement,  so stingy on interests, even close SA at 4.08% after 55",16/2/2024 18:06,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02pkG6mHCv9fo5y8zvpvwUBkZWd9Z1LnF5YADJs1sDfK6Dgm6utfnMp3eUzBeFS9Ctl,Mohd Rizal Jalil,Can nvr retire like that....crazy do we even need so much money on such advance age??,16/2/2024 17:29,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid0Mkqw7TjaLHZXXsGDJSNGG8nj5PFzetWmogHqvqtx4fxq65uEibigTS6aQ1yutL9Ul,Jiahui Jo Lo,So if never hit the minimum then can still withdraw?,18/2/2024 16:30,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02YCjwSe73VjZGjRrLwTDBWYaK7zHBdeKHgkU6xYdK1J2KijaRc69NUvRG5u8BCgetl,Sun Robinson,Low interest rate given to cpf members in high interest rate environment,16/2/2024 18:19,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid0vAnbGx6uSyBVPC6sBo5jApPzgHt71A5MBq8meGSxSUjATJAgDMRzPCTmT7CLRdtul,Cerato Forte,"Closing of SA and top up RA to Full Retirement Sum is as good as holding the money for 10 yrs and then pay you back by monthly installment till 90+ yrs old if you can really live that long.  Balance goes back to OA is as good as cutting 1.5% interest per year.    I am wondering if late LKY is still around,  will he agree to this kind of action plan for the citizens.",17/2/2024 10:04,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02ZjJxu1CGQRmuTFGt1diT7LQEz3eBDKfftAs4pp8jWERLwcnxVAj4YKCkmR7uiVVAl,Roy Tham,This kinds of things will never end. Keep increasing..and want us to keep working..will keep increasing. Never end..,16/2/2024 20:27,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid0Jp3EyFgxXRhuJCwve1V74bNtDp6sGJ2HUrzuD6rYWiXiJB6R4srd5ipJHENpdnhkl,Abu Rabi,"Singapore boleh!!!!😃👍
Love sg!!!!👌",17/2/2024 19:08,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid037Sqzrjx5roe53ym6aqTE8KWaozWxciKLiU7TBL28w33sG3pC66g83nkppRdq3DEkl,Meng Koon,How to get such amount with normal employment ?,16/2/2024 17:38,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02kyWj1LULdKFSiPNcs1qcj4BzeJcLTTfZnC4CXyUEqEtcKJNgKLhy3PQHjVt8R2Wwl,CongQin Lin,keep shifting goalpost..,16/2/2024 20:02,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid0vZW8LLj8PRSZx6L63rAHKV6f3eZyUrYjUCSPd8RXwvB17HvnMbkfLxq4ZheM7bHil,Vicki Chan,"nope withdrawing whatever I can once I hit 55,  if they can change this now who knows what they can change in 2026 and beyond. ain't contributing to the common pool of freeloaders if they aren't my family if I can help it",16/2/2024 22:10,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02tFcL7QtAwCHtaZHTs7u2tGMBt6PojqDLcSXiEbB19Waz3BSN5PFdixm2nEzMbobKl,Steven Wong,"When you can't unlock your CPF funds, scammers can show you how easily it's done.",16/2/2024 21:19,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02r8RNJoYPjWeRtDaYGy1d8HhcjkaJNSLBP3gh2rQr7VUaCvCVTghyVmGnCNoPx77bl,Leonard Low,Cutting away Special Account is taking away something that actually benefited Singaporeans... and that's a fact no matter what way you try to spin it.,17/2/2024 22:39,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid023ZSGnRSKJKqoXSLw8DTLekGuGVfvKrZRQgD21ke1JHb7z9fG7Ej1kiFvHdce3Grel,Jack Tan,FT & PR laughing.,16/2/2024 22:04,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02YCjwSe73VjZGjRrLwTDBWYaK7zHBdeKHgkU6xYdK1J2KijaRc69NUvRG5u8BCgetl,Sun Robinson,Thought under LW get better but got worst,16/2/2024 19:40,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid0ceFz8X2gBfByqhCG2VXGWm426MxPj8Fq82kmB2AotQpXBEwQKtbuE8WmHmhGb8unl,Alvin Leong,Siao liao. Minimum will soon up also.,16/2/2024 17:38,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid0SGWcspSUsFtN1NaVhmRKjNkMMTgwrZW8KRXbmdsX8DxNxEsLZwmQLofku6AJjk74l,John St,"I keep the money for you , it's for your good sake , trust me , I'm doing EVERYTHING for you .",16/2/2024 18:07,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02uHTTtUUfgUdTEnP7BLx75dhnatN3v3v8veZiYZDjVJAEhGaz21ZF4mV5ybvvEVhcl,Simon Law,"Everyone can have >400K if they sell their flats and move to Malaysia or Thailand on long term visa. 
Or Australia under subclass 103 and apply as PR/citizen.

So instead of grumbling, understand your options.",17/2/2024 15:15,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02dAqVr3TQhMBmY1uH7ip8LbBZ7jnQavxYPo7pkBHTPVuPRRwR8dWKS6udmL9kWaUUl,Low Kok Meng,"After 2025 closed SA account for age 55 and above,then what is the percentage allocated to OA and MA if one wishes to continue working ?????. Age 55 and below remains at OA,SA and MA???",17/2/2024 5:08,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,"Work until die confirmed. 
Those who love to die working, pls continue to vote Pay & Pay in 😘",16/2/2024 17:32,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid06yYa6X4kdfzVoyrVM2MWjAkq72yHxCmDWwA5aGHfmNbykfK9fsMVKGVaRXitYv9Pl,Jin Hui,"What does the headline mean?
Must keep minimum sum $426000 in RA then balance can draw out??",17/2/2024 11:32,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid037Ydi9Ux94k4XXfGMvHusPzmKcy3tH3LkpkFoRc3Ha33aQe32ShW5t1j8zZWDzo2Vl,Tan Yew Tian,"Contribution of cpf OA,SA and MA after 55 for employees and employers will be less and after 60 more lesser. Some folks with low or average income still need to pay their housing loans using OA which is insufficient and they need to withdraw SA to make up as much as possible to the hdb monthly loan amount.So starting next year ,monthly contribution will goes to only OA,MA and RA....No more SA account for ordinary folks to withdraw for their housing loans...That's killing instead of help Singaporean.",16/2/2024 19:44,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid0YBYJGQ4asmSmMY5pibhxeRFf6tvSE84MYaXGU31SKSoiAYnEQ8VCFPxNsnvJZDnSl,Eric Low,Typical pap! Give a chicken feet (not even wings) now take back 2 chicken.,16/2/2024 18:57,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid07zr1XLFGu5FgocMVZ563nC7GGAPPrhckQHCtj52vo52WWKpunbnZ4hZ4VaMzZ38Gl,JM Ron,Just increase to $1million….,16/2/2024 17:32,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02gZxjF6PiF4WQbsuBwLEzherwRsK4CA8UfQwMqpEhdG6B9nycspffn9mUaGaQCsFrl,Gadtron Singapore,,3/3/2024 11:42,Facebook,0,0,0,1,0,0,0,0,0,0,0
"The higher ceiling allows more members aged 55 and above to fully commit their accumulated CPF savings to receive higher monthly payouts, so those who wish to save more for retirement can do so.",pfbid02YN2LysFtQbN7p6V97StLoVhDnjpxjwz93jLHMUK3dpjQMMV4HDjfSUA36WPJbHial,Willie Chang,VTO is a must!!!!!,16/2/2024 19:27,Facebook,0,0,0,1,0,0,0,0,0,0,0
